what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1227122892758
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1227122911961
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1227122912945
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.TypeHierarchy,1227122920789
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227122921023
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227122926304
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227122928523
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.navigate.openResource,1227122928523
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1227122929351
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227122943211
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227122961320
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1227122965820
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1227122967601
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227122975133
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227122979789
started,bundle,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.ui,1227122979836
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.1.v200807241900,org.eclipse.wst.jsdt.web.ui,1227122979929
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.1.v200807241900,org.eclipse.wst.jsdt.web.support.jsp,1227122979929
started,bundle,org.eclipse.wst.css.ui,1.0.301.v200807170605,org.eclipse.wst.css.ui,1227122980133
opened,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1227122980367
activated,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1227122980414
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.navigate.openResource,1227122980429
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1227122991773
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1227122993289
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1227122994383
